Jun 01
653.84.701.68:4261 -> 1
753.14.698.4:5277 -> 1
859.87.235.5:5000 -> 1
352.11.816.94:5261 -> 1
750.65.906.45:6750 -> 1
25.15.825.7:4100 -> 1
802.82.557.95:5712 -> 1
214.51.737.27:5132 -> 1
205.93.680.16:5065 -> 1
834.77.446.1:5734 -> 1
522.60.803.48:6048 -> 1
133.12.135.74:4664 -> 1
499.33.5.38:5259 -> 1
234.41.276.70:6498 -> 1
748.52.170.89:4632 -> 1
47.66.257.1:4595 -> 1
888.1.200.71:6536 -> 1
84.49.930.30:4821 -> 1
706.24.940.7:6874 -> 1
531.34.45.23:5837 -> 1
554.94.950.17:4110 -> 1
538.8.291.20:6475 -> 1
356.62.299.97:5042 -> 1
188.11.288.31:4025 -> 1
372.80.950.85:6959 -> 1
187.96.297.38:5431 -> 1
825.62.497.71:6598 -> 1
407.53.421.75:6091 -> 1
880.25.467.58:6743 -> 1
716.95.207.25:4208 -> 1
565.91.418.59:4277 -> 1
77.26.53.2:5727 -> 1
827.78.466.16:6203 -> 1
190.55.937.39:4183 -> 1
888.61.469.95:4486 -> 1
981.71.126.88:5866 -> 1
625.2.59.58:6693 -> 1
525.5.706.95:4588 -> 1
848.97.263.16:5452 -> 1
599.14.638.40:4725 -> 1
750.19.692.78:5241 -> 1
382.48.474.13:6739 -> 1
474.43.811.53:4912 -> 1
647.81.802.12:5426 -> 1
115.26.583.49:6000 -> 1
379.86.299.22:5837 -> 1
755.69.760.91:4911 -> 1
81.39.865.53:5945 -> 1
596.42.907.96:5899 -> 1
380.5.248.89:5434 -> 1
355.69.485.95:5553 -> 1
700.3.46.7:4900 -> 1
36.95.142.42:4963 -> 1
367.69.789.3:5906 -> 1
739.83.751.44:4981 -> 1
628.15.97.1:4962 -> 1
223.57.781.52:6108 -> 1
656.53.36.37:6742 -> 1
482.44.876.63:5388 -> 1
833.81.621.67:5359 -> 1
189.80.343.6:6693 -> 1
460.84.823.36:4004 -> 1
454.57.138.59:4713 -> 1
796.89.202.49:6674 -> 1
985.57.210.67:4505 -> 1
145.94.624.24:4610 -> 1
836.44.997.79:4087 -> 1
861.84.905.22:6080 -> 1
279.88.500.7:5925 -> 1
682.90.524.94:6170 -> 1
156.17.598.94:5697 -> 1
65.27.132.9:6242 -> 1
124.46.152.83:4263 -> 1
587.55.301.7:5233 -> 1
463.58.423.43:6764 -> 1
657.86.431.79:5585 -> 1
636.89.18.41:4060 -> 1
83.79.268.45:6763 -> 1
286.74.178.8:5824 -> 1
21.84.248.70:4175 -> 1
550.90.429.23:5604 -> 1
374.19.624.59:6392 -> 1
244.88.542.39:4044 -> 1
492.60.423.18:4390 -> 1
24.96.82.88:4886 -> 1
Jun 27
920.18.446.61:6736 -> 1
459.21.315.96:6285 -> 1
619.43.151.50:5604 -> 1
912.86.405.97:6771 -> 1
111.97.717.87:4827 -> 1
502.61.189.64:4035 -> 1
554.61.942.59:4285 -> 1
869.16.623.26:4733 -> 1
175.63.922.2:5466 -> 1
768.92.351.84:6702 -> 1
619.90.481.32:6399 -> 1
423.44.695.66:5206 -> 1
380.43.610.88:6143 -> 1
993.57.536.61:6278 -> 1
413.90.840.23:6856 -> 1
253.24.802.24:4124 -> 1
254.42.860.96:6797 -> 1
943.12.341.62:4117 -> 1
436.25.926.61:6280 -> 1
40.61.962.84:5576 -> 1
400.2.904.72:4447 -> 1
266.42.846.39:6622 -> 1
519.65.409.14:5989 -> 1
438.13.510.43:4545 -> 1
697.90.295.42:5879 -> 1
811.61.214.38:5978 -> 1
811.92.525.53:4409 -> 1
959.33.459.23:5047 -> 1
131.45.75.52:4226 -> 1
483.81.621.24:5356 -> 1
514.71.576.29:5980 -> 1
684.23.308.30:6180 -> 1
191.14.384.90:4566 -> 1
729.7.434.57:5200 -> 1
717.4.302.96:5842 -> 1
308.58.792.61:5606 -> 1
150.35.697.50:6492 -> 1
57.10.387.87:6646 -> 1
378.27.894.78:5948 -> 1
266.7.640.74:6107 -> 1
788.58.365.77:4817 -> 1
421.87.706.54:5766 -> 1
293.27.127.86:4001 -> 1
628.22.15.4:5925 -> 1
515.37.723.4:6483 -> 1
876.27.732.78:4795 -> 1
816.90.867.10:5876 -> 1
575.47.256.1:5026 -> 1
686.27.364.45:4297 -> 1
388.88.990.9:6563 -> 1
324.19.468.1:5220 -> 1
110.31.797.29:6784 -> 1
325.12.213.23:4593 -> 1
97.13.712.60:5655 -> 1
78.32.113.25:6692 -> 1
891.27.542.66:4896 -> 1
475.39.954.52:4555 -> 1
673.93.622.68:5579 -> 1
824.68.815.30:4716 -> 1
140.58.901.13:6064 -> 1
943.36.883.25:5891 -> 1
144.4.186.27:6387 -> 1
84.34.853.44:5397 -> 1
900.84.37.21:4756 -> 1
933.23.54.60:6554 -> 1
387.60.882.71:4147 -> 1
86.22.379.69:4387 -> 1
413.13.432.2:5159 -> 1
667.79.317.72:4572 -> 1
343.31.617.91:5086 -> 1
846.9.571.13:6435 -> 1
262.18.965.45:6075 -> 1
764.94.817.82:6626 -> 1
152.68.616.32:5866 -> 1
421.25.604.37:6769 -> 1
650.48.865.28:6430 -> 1
318.14.758.24:5979 -> 1
970.97.149.74:6608 -> 1
103.70.449.83:5503 -> 1
70.95.83.81:6686 -> 1
241.76.941.55:5367 -> 1
596.53.189.89:5560 -> 1
291.32.180.82:5807 -> 1
879.69.776.61:4917 -> 1
69.16.289.89:6313 -> 1
474.18.706.22:5726 -> 1
203.7.798.64:4901 -> 1
404.14.743.72:5096 -> 1
70.82.120.55:6564 -> 1
191.66.705.69:4114 -> 1
549.25.570.68:4110 -> 1
876.20.647.93:6149 -> 1
336.17.249.70:5526 -> 1
69.21.76.36:6977 -> 1
742.39.333.62:4247 -> 1
960.50.530.6:6145 -> 1
428.62.552.70:5722 -> 1
265.9.61.18:5677 -> 1
533.58.362.6:4500 -> 1
523.16.253.53:5518 -> 1
139.63.560.5:6563 -> 1
933.44.23.44:6280 -> 1
809.44.842.93:6569 -> 1
271.88.152.90:5424 -> 1
674.62.296.74:5143 -> 1
780.65.612.44:6166 -> 1
Jun 28
44.72.564.28:6271 -> 1
884.75.86.12:5116 -> 1
755.88.615.10:6948 -> 1
559.4.230.60:6675 -> 1
788.21.934.8:5286 -> 1
500.30.352.95:5467 -> 1
511.86.624.83:6432 -> 1
789.31.563.42:5431 -> 1
494.56.339.2:6183 -> 1
411.38.931.7:5831 -> 1
161.20.94.43:5876 -> 1
764.63.621.74:4959 -> 1
337.12.160.80:5939 -> 1
779.61.723.88:5719 -> 1
745.91.78.21:6994 -> 1
21.40.694.98:5546 -> 1
406.79.565.70:5857 -> 1
194.64.606.78:6045 -> 1
231.17.478.87:5420 -> 1
871.53.298.69:5006 -> 1
76.12.112.78:5851 -> 1
613.97.342.72:6944 -> 1
499.51.973.22:5106 -> 1
699.17.761.16:6990 -> 1
868.84.172.60:6999 -> 1
473.68.345.53:5260 -> 1
251.27.928.11:5827 -> 1
59.88.705.38:5607 -> 1
322.9.251.67:5593 -> 1
271.34.544.65:5520 -> 1
597.28.290.18:6536 -> 1
711.18.169.76:6063 -> 1
609.29.552.78:6820 -> 1
260.98.938.5:4265 -> 1
290.7.287.58:5440 -> 1
147.33.502.82:5213 -> 1
36.5.308.88:5087 -> 1
660.37.475.90:5439 -> 1
252.29.239.85:5050 -> 1
236.33.510.58:5525 -> 1
624.46.977.84:4717 -> 1
86.96.921.50:4393 -> 1
542.73.235.13:4084 -> 1
10.81.526.73:6936 -> 1
592.57.537.73:4810 -> 1
799.51.653.66:4433 -> 1
708.45.583.48:6970 -> 1
879.26.439.90:4433 -> 1
853.80.865.10:4259 -> 1
758.21.692.70:6027 -> 1
873.73.483.39:4527 -> 1
217.30.846.17:6525 -> 1
871.94.510.29:5301 -> 1
759.46.822.71:6406 -> 1
927.20.555.53:5696 -> 1
650.37.84.95:4914 -> 1
492.14.464.83:4843 -> 1
517.93.492.94:6917 -> 1
205.23.341.15:6876 -> 1
245.51.647.25:4191 -> 1
13.49.151.25:4212 -> 1
535.70.257.68:6098 -> 1
388.97.523.93:4818 -> 1
230.82.84.67:4583 -> 1
369.44.690.58:5477 -> 1
616.53.965.48:5713 -> 1
760.5.511.31:4532 -> 1
47.54.925.52:4853 -> 1
79.19.549.48:6768 -> 1
655.66.242.77:5206 -> 1
181.47.421.65:5219 -> 1
731.87.214.73:6969 -> 1
266.96.299.23:5396 -> 1
230.68.983.37:5840 -> 1
30.19.459.60:5420 -> 1
802.33.441.11:4058 -> 1
502.11.5.48:5083 -> 1
906.27.651.85:5982 -> 1
664.17.78.47:6621 -> 1
13.27.440.55:6485 -> 1
46.97.395.86:4586 -> 1
864.1.536.67:5193 -> 1
694.97.72.60:5110 -> 1
364.58.783.58:6716 -> 1
653.62.184.97:6210 -> 1
434.45.100.15:6240 -> 1
575.72.602.30:5128 -> 1
282.15.159.5:5280 -> 1
503.88.327.61:5880 -> 1
417.75.883.64:6975 -> 1
671.32.268.32:6233 -> 1
404.74.485.58:5311 -> 1
250.77.614.74:4335 -> 1
508.50.551.10:4336 -> 1
866.71.685.85:5512 -> 1
814.83.45.53:4475 -> 1
528.13.469.38:5584 -> 1
944.32.559.40:4480 -> 1
753.35.26.50:6590 -> 1
964.97.994.32:5415 -> 1
123.83.485.35:5859 -> 1
409.81.965.90:5585 -> 1
489.18.938.95:4459 -> 1
634.27.203.15:5547 -> 1
683.28.642.59:4661 -> 1
304.46.825.83:5686 -> 1
347.92.955.4:6575 -> 1
259.41.256.53:6937 -> 1
549.75.172.1:4997 -> 1
595.45.451.67:6757 -> 1
735.1.608.83:4731 -> 1
988.4.916.30:4774 -> 1
830.49.300.21:4564 -> 1
456.87.346.88:5799 -> 1
893.21.156.66:5622 -> 1
734.96.607.79:4526 -> 1
479.3.312.28:4382 -> 1
Jun 29
128.34.563.19:5602 -> 1
786.81.509.21:5624 -> 1
458.78.638.9:4533 -> 1
159.42.657.44:4282 -> 1
944.46.553.90:6520 -> 1
484.61.184.58:6792 -> 1
518.89.465.5:5859 -> 1
509.1.847.69:5606 -> 1
434.59.728.57:5531 -> 1
885.5.547.63:5681 -> 1
952.8.250.26:5522 -> 1
582.60.549.81:4372 -> 1
671.39.709.37:6406 -> 1
782.95.122.12:5936 -> 1
864.7.593.73:4099 -> 1
10.98.217.58:5865 -> 1
152.40.28.74:4690 -> 1
257.94.905.72:4222 -> 1
913.42.741.43:4568 -> 1
549.71.171.95:6831 -> 1
922.26.905.74:4095 -> 1
394.58.714.97:5550 -> 1
672.79.995.11:5800 -> 1
136.54.584.93:4881 -> 1
26.13.120.60:6345 -> 1
59.11.425.91:6008 -> 1
191.23.89.67:6014 -> 1
890.85.230.79:5450 -> 1
650.69.434.7:4999 -> 1
500.75.747.53:5876 -> 1
239.89.54.80:5868 -> 1
579.93.250.9:6822 -> 1
940.85.122.14:6812 -> 1
169.15.763.81:6408 -> 1
719.70.619.9:4570 -> 1
418.67.673.74:5955 -> 1
848.90.110.23:5596 -> 1
648.33.571.32:5483 -> 1
560.57.443.44:5570 -> 1
706.77.345.44:6693 -> 1
724.19.500.37:4343 -> 1
171.15.784.28:5258 -> 1
141.57.551.59:5532 -> 1
547.95.848.44:4938 -> 1
11.93.315.26:6684 -> 1
860.1.429.32:5923 -> 1
562.73.859.18:4113 -> 1
811.27.777.57:6989 -> 1
743.2.661.68:5580 -> 1
402.28.17.32:4072 -> 1
455.8.347.7:6031 -> 1
524.44.20.9:4785 -> 1
726.91.763.55:6124 -> 1
816.72.152.97:5305 -> 1
436.51.173.16:4451 -> 1
863.3.680.93:4705 -> 1
136.51.196.88:4372 -> 1
11.9.952.9:5443 -> 1
640.23.702.61:4319 -> 1
721.55.16.32:5698 -> 1
89.93.407.7:5040 -> 1
994.83.815.20:4118 -> 1
591.73.476.59:5870 -> 1
523.23.430.89:4794 -> 1
787.44.869.83:4200 -> 1
818.73.801.6:4563 -> 1
216.13.817.40:5498 -> 1
903.28.460.94:5853 -> 1
167.34.944.12:4129 -> 1
290.81.596.82:5745 -> 1
705.72.580.13:6457 -> 1
119.84.711.45:6584 -> 1
243.95.906.74:5405 -> 1
663.48.541.59:5616 -> 1
58.5.787.30:5168 -> 1
787.8.248.21:5895 -> 1
560.10.335.96:5562 -> 1
491.39.264.62:6780 -> 1
115.49.357.30:4868 -> 1
125.71.164.21:6780 -> 1
173.31.366.61:6065 -> 1
312.62.466.74:5750 -> 1
623.83.737.63:6463 -> 1
9.48.874.18:5771 -> 1
881.96.32.18:5793 -> 1
983.4.412.38:6245 -> 1
517.72.389.63:5604 -> 1
753.68.5.80:4584 -> 1
457.74.913.45:5344 -> 1
143.2.76.73:5789 -> 1
506.23.982.55:5463 -> 1
140.69.851.97:5683 -> 1
581.14.746.48:4027 -> 1
687.42.365.47:6803 -> 1
839.18.796.51:5006 -> 1
383.43.489.38:6869 -> 1
956.42.443.86:4644 -> 1
625.49.901.57:4664 -> 1
636.67.434.2:6811 -> 1
481.42.913.52:4864 -> 1
174.96.120.89:6229 -> 1
905.49.915.87:4823 -> 1
978.64.929.13:4672 -> 1
398.32.136.53:5693 -> 1
57.37.833.3:5184 -> 1
Jun 30
856.29.890.52:4993 -> 1
665.14.754.94:5484 -> 1
311.28.364.6:4614 -> 1
652.47.235.70:5110 -> 1
920.54.630.98:5031 -> 1
243.82.673.18:5529 -> 1
829.93.604.80:6348 -> 1
229.2.130.72:4422 -> 1
383.85.266.89:5748 -> 1
613.64.885.58:4034 -> 1
160.24.670.34:4678 -> 1
684.57.124.84:4471 -> 1
562.26.847.12:5893 -> 1
562.10.437.1:6241 -> 1
481.84.600.58:5058 -> 1
903.61.417.95:6559 -> 1
408.59.587.28:6752 -> 1
823.23.615.57:6594 -> 1
654.2.83.49:4843 -> 1
666.58.804.36:4105 -> 1
121.83.416.64:4456 -> 1
233.56.654.41:5752 -> 1
16.33.304.41:6463 -> 1
151.95.402.68:4227 -> 1
602.9.150.37:4061 -> 1
516.3.43.38:5700 -> 1
898.39.530.79:5919 -> 1
729.36.924.12:4784 -> 1
243.6.408.92:5083 -> 1
74.46.516.65:6843 -> 1
13.61.450.90:4004 -> 1
286.87.408.25:4002 -> 1
245.83.175.67:4741 -> 1
362.55.668.72:5839 -> 1
401.88.37.29:6963 -> 1
845.5.305.37:6365 -> 1
325.81.8.69:4048 -> 1
969.90.743.40:4994 -> 1
973.86.539.98:4152 -> 1
12.10.472.60:4165 -> 1
303.16.216.34:6931 -> 1
799.59.784.29:5969 -> 1
228.12.12.8:5323 -> 1
143.77.495.12:6890 -> 1
253.34.851.73:4255 -> 1
251.84.504.19:4580 -> 1
410.27.91.28:4340 -> 1
87.73.230.43:6148 -> 1
912.7.245.20:4310 -> 1
279.58.796.27:4060 -> 1
884.25.135.87:5364 -> 1
215.17.143.58:4329 -> 1
393.18.464.49:5337 -> 1
758.23.899.95:4505 -> 1
412.71.135.46:4091 -> 1
396.70.10.22:4719 -> 1
302.36.747.60:5257 -> 1
873.15.599.89:4112 -> 1
379.98.404.1:4661 -> 1
598.47.328.96:6188 -> 1
810.70.13.30:6855 -> 1
724.81.888.68:4705 -> 1
857.50.563.26:6326 -> 1
146.30.617.50:5312 -> 1
887.44.960.16:6311 -> 1
334.91.90.53:5110 -> 1
271.56.687.79:6440 -> 1
21.88.247.33:6689 -> 1
57.65.760.46:6431 -> 1
132.51.432.41:4196 -> 1
964.78.455.95:5148 -> 1
73.69.459.20:4233 -> 1
234.40.862.97:6019 -> 1
280.4.644.48:4705 -> 1
543.17.735.78:6245 -> 1
322.12.486.31:5918 -> 1
435.97.692.22:6362 -> 1
430.55.181.97:6239 -> 1
678.54.574.10:5927 -> 1
607.2.518.41:5665 -> 1
699.81.216.46:5947 -> 1
765.12.436.7:4506 -> 1
599.75.944.28:6496 -> 1
445.75.538.33:6931 -> 1
512.27.590.37:4537 -> 1
991.61.926.1:4553 -> 1
37.58.466.52:6045 -> 1
308.67.993.62:5319 -> 1
291.37.8.41:5215 -> 1
955.46.51.60:4769 -> 1
291.41.589.64:6574 -> 1
381.3.447.73:4243 -> 1
591.72.913.82:6372 -> 1
94.84.92.2:5897 -> 1
833.76.825.52:6907 -> 1
680.79.456.45:4921 -> 1
24.42.479.30:4160 -> 1
Jul 01
963.66.572.47:4717 -> 1
230.55.930.33:6433 -> 1
626.27.396.66:6460 -> 1
355.28.782.16:5716 -> 1
987.13.453.88:4659 -> 1
134.86.967.71:5807 -> 1
563.58.765.51:4399 -> 1
572.62.897.14:5937 -> 1
555.72.660.80:4370 -> 1
583.52.335.79:5261 -> 1
268.67.517.93:5903 -> 1
193.89.900.15:6995 -> 1
909.42.290.25:6151 -> 1
897.51.941.67:5650 -> 1
208.17.340.59:6327 -> 1
326.47.130.63:5611 -> 1
428.91.414.25:5253 -> 1
686.5.666.93:5170 -> 1
837.36.818.52:4637 -> 1
353.25.947.24:5441 -> 1
361.30.348.50:4316 -> 1
317.43.719.84:5596 -> 1
131.29.119.45:4748 -> 1
641.44.512.71:6805 -> 1
344.68.201.14:4008 -> 1
347.86.685.6:6011 -> 1
339.9.653.30:5068 -> 1
863.80.914.49:5722 -> 1
539.79.842.7:4885 -> 1
646.16.845.63:4572 -> 1
189.32.217.67:4013 -> 1
258.11.218.65:4693 -> 1
894.13.786.40:6415 -> 1
309.82.939.52:4894 -> 1
806.32.938.36:6289 -> 1
332.51.314.33:5654 -> 1
340.77.679.81:4096 -> 1
235.61.338.60:6232 -> 1
277.50.593.24:6429 -> 1
526.30.143.96:6722 -> 1
677.72.548.44:5738 -> 1
132.19.495.84:5361 -> 1
5.80.98.29:4664 -> 1
496.55.251.45:5116 -> 1
234.78.870.20:5766 -> 1
247.45.670.49:6156 -> 1
143.35.286.1:6272 -> 1
673.78.590.49:5344 -> 1
89.79.928.13:5728 -> 1
24.74.27.46:4105 -> 1
141.68.325.70:6073 -> 1
637.35.554.37:6832 -> 1
438.18.196.52:6830 -> 1
957.98.287.50:5917 -> 1
753.93.869.77:4439 -> 1
802.37.715.32:5603 -> 1
629.9.153.25:6015 -> 1
885.25.727.69:5651 -> 1
367.71.326.35:5266 -> 1
208.5.418.87:5378 -> 1
46.72.654.88:4750 -> 1
921.81.161.30:4404 -> 1
918.73.472.94:6168 -> 1
473.65.851.56:5641 -> 1
667.80.794.87:4302 -> 1
680.89.460.76:6576 -> 1
261.6.332.15:6257 -> 1
229.72.645.72:6916 -> 1
746.74.843.22:4245 -> 1
56.10.792.87:4100 -> 1
751.80.970.57:5588 -> 1
740.44.185.62:5321 -> 1
334.16.685.54:4194 -> 1
106.16.229.87:5318 -> 1
258.88.998.76:4975 -> 1
689.26.300.12:6558 -> 1
108.44.310.59:6349 -> 1
543.79.266.96:6391 -> 1
431.89.321.67:4714 -> 1
629.93.73.60:5248 -> 1
623.11.252.88:5076 -> 1
305.21.359.89:5136 -> 1
949.78.737.44:5010 -> 1
705.72.6.1:5114 -> 1
211.58.252.12:5499 -> 1
665.65.504.44:6253 -> 1
608.95.334.1:4523 -> 1
685.81.436.25:6090 -> 1
295.93.506.64:5922 -> 1
494.30.781.55:6133 -> 1
53.41.596.46:6171 -> 1
649.6.609.65:5030 -> 1
443.14.542.47:6218 -> 1
433.21.829.56:6164 -> 1
839.89.630.5:5030 -> 1
980.27.588.51:4121 -> 1
335.88.824.77:6015 -> 1
256.49.450.67:6478 -> 1
517.10.89.40:5254 -> 1
51.92.583.80:5464 -> 1
417.49.522.27:5726 -> 1
107.71.396.63:6475 -> 1
707.94.790.42:4001 -> 1
105.27.851.27:5713 -> 1
618.25.969.45:5051 -> 1
396.16.923.76:4586 -> 1
574.15.464.26:4019 -> 1
190.35.886.45:6156 -> 1
791.53.318.36:5342 -> 1
875.41.531.97:4334 -> 1
903.70.63.33:5806 -> 1
360.76.766.29:4301 -> 1
520.83.293.60:5882 -> 1
26.52.207.87:6158 -> 1
634.98.345.66:5971 -> 1
91.35.443.3:6370 -> 1
872.18.869.67:5964 -> 1
591.79.561.7:5661 -> 1
841.86.49.25:4660 -> 1
197.72.318.8:4389 -> 1
529.16.313.10:5654 -> 1
720.81.245.34:4025 -> 1
47.77.739.13:5786 -> 1
77.1.73.33:6327 -> 1
752.82.144.18:5892 -> 1
691.58.762.39:4263 -> 1
259.93.125.12:6890 -> 1
856.28.501.19:5155 -> 1
396.30.284.45:4469 -> 1
Jul 02
913.19.906.70:5620 -> 1
598.68.119.97:5237 -> 1
378.48.912.98:4860 -> 1
849.42.964.16:6653 -> 1
972.24.605.25:4111 -> 1
884.15.286.24:5432 -> 1
806.18.465.97:5954 -> 1
251.30.783.78:4944 -> 1
144.46.993.63:4842 -> 1
725.48.597.11:7000 -> 1
740.22.105.94:6814 -> 1
943.94.129.3:4378 -> 1
951.72.612.56:5175 -> 1
361.90.627.90:5927 -> 1
44.76.86.63:6297 -> 1
109.90.876.59:5835 -> 1
899.64.655.94:5987 -> 1
455.95.941.78:4897 -> 1
72.79.862.74:6158 -> 1
632.32.981.72:4214 -> 1
900.14.821.52:5573 -> 1
126.3.523.48:4357 -> 1
510.75.428.37:6439 -> 1
423.13.295.5:6883 -> 1
338.12.913.54:4639 -> 1
875.12.256.78:6973 -> 1
838.22.190.16:5114 -> 1
863.36.958.19:4337 -> 1
977.30.483.43:4449 -> 1
875.21.252.16:5971 -> 1
436.67.719.25:5023 -> 1
691.96.748.85:5829 -> 1
986.5.651.82:5878 -> 1
746.36.773.25:5918 -> 1
97.57.794.85:6766 -> 1
45.59.473.78:6092 -> 1
782.5.916.25:6953 -> 1
664.72.927.8:4722 -> 1
882.54.768.59:4843 -> 1
65.34.280.41:4294 -> 1
91.50.513.5:5624 -> 1
887.92.16.21:4950 -> 1
850.95.906.5:4601 -> 1
779.38.30.55:6368 -> 1
351.83.40.45:4063 -> 1
773.13.998.68:6173 -> 1
39.74.506.90:5191 -> 1
744.92.998.40:4524 -> 1
551.89.68.34:4478 -> 1
624.9.809.76:5359 -> 1
79.18.216.21:6699 -> 1
197.35.448.64:4629 -> 1
807.77.488.96:5542 -> 1
859.49.998.78:5676 -> 1
836.44.5.70:5651 -> 1
14.72.758.73:5723 -> 1
716.78.597.81:4168 -> 1
696.90.135.14:6625 -> 1
538.52.198.76:5487 -> 1
154.9.79.60:4810 -> 1
749.49.469.76:5979 -> 1
920.93.244.36:4033 -> 1
79.79.895.46:4609 -> 1
428.19.87.72:6701 -> 1
140.39.588.86:5501 -> 1
108.91.240.86:5080 -> 1
113.53.241.58:4997 -> 1
773.69.766.86:5020 -> 1
491.43.47.17:6778 -> 1
858.50.792.22:6409 -> 1
318.24.254.67:5129 -> 1
750.56.891.38:5890 -> 1
243.94.341.78:6429 -> 1
868.26.576.69:6195 -> 1
672.81.338.24:6945 -> 1
260.29.320.87:4036 -> 1
128.12.251.4:4927 -> 1
136.8.215.15:6742 -> 1
509.34.437.72:4664 -> 1
359.87.47.95:4455 -> 1
15.46.869.74:6959 -> 1
641.71.851.19:6067 -> 1
555.17.103.36:5778 -> 1
817.61.145.31:6091 -> 1
808.72.390.14:5774 -> 1
227.7.698.33:4696 -> 1
482.87.650.22:6157 -> 1
588.12.667.4:5555 -> 1
10.6.834.93:5255 -> 1
309.79.736.25:5405 -> 1
113.21.944.47:4522 -> 1
158.49.155.37:5578 -> 1
414.60.364.53:5903 -> 1
101.29.140.81:4967 -> 1
726.6.205.47:4721 -> 1
52.47.767.67:6135 -> 1
968.4.697.69:4279 -> 1
472.38.48.45:6429 -> 1
980.27.471.74:6831 -> 1
754.51.544.1:4150 -> 1
8.66.177.57:5045 -> 1
659.39.946.84:4894 -> 1
916.56.482.90:5313 -> 1
55.10.17.41:6672 -> 1
268.88.974.68:4765 -> 1
64.72.177.72:6274 -> 1
998.52.253.8:5544 -> 1
Jul 03
119.73.513.93:5279 -> 1
659.85.706.87:4609 -> 1
204.11.714.47:5940 -> 1
119.68.201.63:6386 -> 1
948.98.151.23:5721 -> 1
380.64.168.78:4824 -> 1
602.9.916.30:6167 -> 1
59.58.884.82:6473 -> 1
216.46.225.39:6328 -> 1
995.50.337.89:5534 -> 1
609.95.113.27:5763 -> 1
671.22.160.22:6121 -> 1
893.3.702.93:4116 -> 1
637.60.429.21:5315 -> 1
536.97.563.98:5432 -> 1
536.20.596.4:5743 -> 1
495.42.699.91:5311 -> 1
158.71.188.22:5284 -> 1
254.89.244.6:5437 -> 1
922.12.696.6:5211 -> 1
827.80.401.63:5061 -> 1
304.4.289.21:6498 -> 1
806.91.123.20:5930 -> 1
111.98.814.1:6063 -> 1
360.27.205.3:6081 -> 1
837.89.590.79:6471 -> 1
374.87.218.46:6034 -> 1
145.14.855.21:5862 -> 1
147.45.783.8:6768 -> 1
706.5.221.91:4451 -> 1
107.84.985.34:5785 -> 1
773.75.45.20:6834 -> 1
313.91.934.77:5400 -> 1
587.96.567.26:6112 -> 1
342.74.696.30:6469 -> 1
80.10.630.32:5315 -> 1
520.46.794.70:5875 -> 1
74.76.385.52:4298 -> 1
500.21.401.23:4765 -> 1
77.7.333.12:6950 -> 1
842.71.922.59:6849 -> 1
693.49.791.31:4246 -> 1
781.92.688.66:6251 -> 1
427.28.449.81:4120 -> 1
375.67.624.31:4614 -> 1
770.2.874.47:4540 -> 1
959.33.896.26:4951 -> 1
123.58.695.23:6936 -> 1
169.2.791.61:5724 -> 1
671.21.262.74:6697 -> 1
476.96.294.76:4469 -> 1
320.59.676.78:5794 -> 1
922.67.585.94:5518 -> 1
548.7.620.97:4839 -> 1
207.35.575.35:6904 -> 1
86.93.370.26:4666 -> 1
559.69.740.82:6356 -> 1
771.16.561.42:4787 -> 1
457.63.956.51:6155 -> 1
407.18.24.21:6433 -> 1
259.61.702.78:5563 -> 1
740.92.495.87:5615 -> 1
334.90.313.78:5048 -> 1
964.22.130.17:5962 -> 1
715.16.942.72:4069 -> 1
978.8.3.88:5185 -> 1
648.20.105.2:6880 -> 1
661.19.953.98:6017 -> 1
440.73.729.43:4003 -> 1
269.78.36.38:6142 -> 1
211.72.671.23:6856 -> 1
437.8.964.36:6504 -> 1
792.90.571.63:5955 -> 1
988.26.922.20:5388 -> 1
550.89.352.86:6244 -> 1
357.85.368.66:6117 -> 1
424.11.41.30:6231 -> 1
491.70.290.88:5752 -> 1
594.32.197.35:6659 -> 1
985.80.291.63:4394 -> 1
231.14.609.47:4364 -> 1
257.40.469.75:6833 -> 1
453.46.660.92:6885 -> 1
70.17.769.73:4749 -> 1
389.48.685.77:4607 -> 1
48.82.893.66:4245 -> 1
521.52.12.71:5715 -> 1
32.51.995.53:4265 -> 1
423.90.295.14:5894 -> 1
273.56.465.61:5994 -> 1
517.4.711.55:5001 -> 1
546.74.192.8:4817 -> 1
552.83.848.62:6306 -> 1
495.67.940.56:5657 -> 1
589.72.64.96:6377 -> 1
827.92.55.1:5296 -> 1
233.77.333.69:5468 -> 1
806.94.871.27:5277 -> 1
Jul 04
473.12.807.74:6241 -> 1
799.87.303.63:6817 -> 1
295.75.219.63:5420 -> 1
518.96.220.84:6023 -> 1
49.78.200.42:5880 -> 1
28.33.234.54:5718 -> 1
928.23.893.72:4465 -> 1
972.35.21.19:5172 -> 1
426.11.918.2:6977 -> 1
903.3.395.19:5979 -> 1
353.56.511.54:6476 -> 1
630.2.336.11:4378 -> 1
345.80.455.7:6691 -> 1
163.18.676.44:5612 -> 1
137.95.303.36:5783 -> 1
282.71.834.42:6123 -> 1
388.3.348.46:6652 -> 1
743.48.700.28:5830 -> 1
411.10.777.45:6980 -> 1
162.36.533.2:5306 -> 1
318.88.462.12:5005 -> 1
385.18.400.98:5742 -> 1
535.74.497.66:5522 -> 1
444.60.612.68:5512 -> 1
54.73.66.23:4779 -> 1
500.48.693.34:5413 -> 1
782.27.403.83:4655 -> 1
